Link,Name,Address,Phone,Fax,Hotel Email,Hotel Website,Hotel Classification,Commission,Rooms,Rates,Overview Text,Year Built,Year Last Renovated,Chain,Chain Website,Discounts offered,Image URLs
https://www.travelweekly.com/Hotels/Long-Beach-CA/The-Queen-Mary-p3678543,The Queen Mary,"1126 Queens Highway, Long Beach, CA 90802",1 562-435-3511,1 562-436-3185,reservations@queenmary.com,https://www.queenmary.com,Not Yet Rated,10%,346,-,"Historic Oceanliner, converted in 1970 to a full-service Hotel & Convention Center, retaining nautical ambience.",1936,2022,N/A,N/A,"AAA discount, Group discount, Government/ Military discount, AARP discount, Travel Agents, Airline Personnel","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/239/77/QM_Hero_O/The-Queen-Mary-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/176/427/721/QM_porthole_portside_O/The-Queen-Mary-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/176/427/773/QM_harbor_view_daytime_porthole_2_O/The-Queen-Mary-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/239/31/QM_MainHall_2_O/The-Queen-Mary-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/Long-Beach-CA/Vagabond-Inn-Long-Beach-p7967587,Vagabond Inn Long Beach,"150 Alamitos Ave, Long Beach, CA 90802",1 562-435-7621,1 562-436-4011,vagabondinnlb@yahoo.com,https://www.vagabondinn.com/vagabond-inn-long-beach,2 Tourist Class,12%,61,-,"Three story Motor Inn with modern guest accommodations, on-site restaurant; located in downtown area; 10 miles from LGB airport.",1957,2012,Vagabond Inns,https://www.vagabondinn.com/,"Group discount, Corporate discount, AARP discount","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/149/380/330/001_Long_Beach_Exterior_O/Vagabond-Inn-Long-Beach-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/149/380/343/002_Long_Beach_Front_Desk_O/Vagabond-Inn-Long-Beach-Lobby.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/149/380/356/003_Long_Beach_King_Bed_O/Vagabond-Inn-Long-Beach-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/149/380/383/005_Long_Beach_Two_Queen_Beds_O/Vagabond-Inn-Long-Beach-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/Long-Beach-WA/Anchorage-Cottages-p51305531,Anchorage Cottages,"2209 Blvd North, Long Beach, WA 98631",1 360-642-2351,N/A,vacations@theanchoragecottages.com,https://www.theanchoragecottages.com,Not Yet Rated,-,10,"$108 - $1,143",Beach Cottages - 1 mile North of last traffic light in Long Beach town.,1950,1998,N/A,N/A,AARP discount,
https://www.travelweekly.com/Hotels/Long-Beach-WA/Lake-Lodge-Bed-and-Barn-p58922019,Lake Lodge Bed and Barn,"18620 Pacific Way, Long Beach, WA 98631",1 360-665-3637,1 360-665-3504,floodfarm.lakelodge@gmail.com,http://lakelodgebedandbarn.com/,Not Yet Rated,-,1,$165 - $165,N/A,N/A,N/A,N/A,N/A,Government/ Military discount,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/U29/U29439/U29439_EXT_Z42E9E/Lake-Lodge-Bed-and-Barn-Exterior.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/U29/U29439/U29439_STE_ZFD361/Lake-Lodge-Bed-and-Barn-Suite.JPG?tr=w-434%2Ch-390%2Cfo-auto"
https://www.travelweekly.com/Hotels/Long-Beach-WA/The-Breakers-p51638658,The Breakers,"210 26th St NW, Long Beach, WA 98631",1 360-642-4414,1 360-642-8772,rooms@breakerslongbeach.com,http://www.breakerslongbeach.com,Not Yet Rated,10%,144,$199 - $199,3-story wood frame - On beach; 3 hr from airport.,1900,2018,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount, AARP discount, Travel Agents 10.0%, Airline Personnel 10.0%",
https://www.travelweekly.com/Hotels/Long-Hai-Vietnam/An-Hoa-Residence-p51072597,An Hoa Residence,"44 Townlet, Long Hai, Vietnam 790000",84 254-366-3310,84 254-366-3311,info@anhoaresidence.com,http://www.anhoaresidence.com,Not Yet Rated,15%,16,-,N/A,2005,2008,N/A,N/A,Travel Agents 10.0%,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/T67/T67182/T67182_EXT_Z06C58/An-Hoa-Residence-Exterior.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/T67/T67182/T67182_LOB_Z55AC7/An-Hoa-Residence-Lobby.JPG?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/T67/T67182/T67182_ROM_Z6C883/An-Hoa-Residence-Room.JPG?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/T67/T67182/T67182_POL_Z42678/An-Hoa-Residence-Pool.JPG?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/Long-Hai-Vietnam/Long-Hai-Beach-Resort-p52516748,Long Hai Beach Resort,"Provincial Road 44, Long Hai, Vietnam",84 64-3661-355,84 64-3661-356,N/A,N/A,Not Yet Rated,-,110,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Long-Island-Australia/Palm-Bay-Resort-p53024048,Palm Bay Resort,"Palm Bay, Long Island, Whitsunday Islands, Queensland, Australia 4741",61 7-4946-9233,61 7-4946-9309,reception@palmbayresort.com.au,http://www.palmbayresort.com.au/,Not Yet Rated,10%,25,$131 - $375,N/A,1984,2001,N/A,N/A,"Group discount, Travel Agents 50.0%, Airline Personnel 50.0%",
https://www.travelweekly.com/Hotels/Long-Island-Australia/Paradise-Bay-Island-Eco-Escape-p4598753,Paradise Bay Island Eco Escape,"Paradise Bay, Long Island, Whitsunday Islands, Queensland, Australia 4802",61 7-4946-9777,N/A,info@paradisebay.com.au,http://www.paradisebay.com.au,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Long-Island-City-NY/City-View-Inn-p9606878,City View Inn,"3317 Greenpoint Ave, Long Island City, NY 11101-2011",1 718-392-8400,1 718-392-2110,info@cityviewinn.net,http://www.cityviewinn.net,2 Tourist Class,10%,71,$139 - $139,"Convenient motor hotel housed in turn-of-the-century building - 3 miles to LaGuardia, 10 miles to JFK - 2 miles to Manhattan.",1987,2011,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount, AARP discount, Travel Agents 10.0%, Airline Personnel 10.0%",
https://www.travelweekly.com/Hotels/Long-Island-City-NY/Hotel-Vetiver-p3822510,Hotel Vetiver,"29 - 11 39Th Avenue, Long Island City, NY 11101",1 718-440-9933,1 718-228-6018,info@hotelvetiver.com,http://hotelvetiver.com/,Not Yet Rated,10%,62,$129 - $204,N/A,2011,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Long-Island-City-NY/Sonder-Court-Square-p59580215,Sonder Court Square,"45-06 Pearson St, Long Island City, NY 11101",1 617-300-0956,N/A,N/A,https://www.sonder.com/destinations/new_york_city/NYC-PEAR45/c34198,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Long-Island-City-NY/Sonder-The-Dutch-p58316032,Sonder The Dutch,"39-35 27th Street, Long Island City, NY 11101",1 617-300-0956,N/A,N/A,https://www.sonder.com/destinations/new_york_city/the-dutch/c34568?sleeps=1,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Leicester-Square-Hotel-p58362952,The Leicester Square Hotel,"3-6 Martin St Leicester Square, London, England WC2H 7HL",44 20-7930-8641,N/A,N/A,N/A,Not Yet Rated,10%,60,$372 - $745,N/A,1930,2007,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount, AARP discount, Travel Agents",
https://www.travelweekly.com/Hotels/London/The-Level-at-Melia-White-House-p9413690,The Level at Melia White House,"Albany St, Regents Park, London, England NW1 3UP",44 20-7391-3000,44 20-7388-0091,melia.white.house@melia.com,http://www.melia.com/en/hotels/united-kingdom/london/the-level-at-melia-white-house/index.html,8 Moderate Deluxe,10%,140,"$325 - $1,180","Traditional and Avant-garde accommodation short walk from the Oxford Street, London Zoo, and Madame Tussauds.",1936,2014,Melia Hotels International,http://www.melia.com,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/79988/photos/89646665_XL/The-Level-at-Melia-White-House-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/79988/photos/89646667_XL/The-Level-at-Melia-White-House-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/79988/photos/89646669_XL/The-Level-at-Melia-White-House-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/79988/photos/89646661_XL/The-Level-at-Melia-White-House-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-London-EDITION-p6620294,The London EDITION,"10 Berners St, London, England W1T 3NP",44 20-7781-0000,44 20-7781-0100,reservations.london@editionhotels.com,https://www.marriott.com/hotels/travel/loneb-the-london-edition,8 Moderate Deluxe,8%,173,"$597 - $5,980",Soho aesthetic boutique hotel in London; suites with city views and rainforest showers; moments from the Mayfair.,1853,2013,Edition Hotels,http://www.editionhotels.com,"Group discount, Corporate discount, Government/ Military discount, Travel Agents 50.0%, Airline Personnel","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/188/766/681/tVELTOvUUEmHXbX93FXiEA_loneb-exterior-0022_O/The-London-EDITION-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/156/318/430/loneb-desk-0005-hor-clsc_O/The-London-EDITION-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/156/318/437/loneb-lobby-0006-hor-clsc_O/The-London-EDITION-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/188/766/750/YunUFdCeCUaFXcAde39IRA_loneb-lobby-0007_O/The-London-EDITION-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Morton-Hotel-p58121691,The Morton Hotel,"2 Woburn Place, London, England WC1H 0LH",44 20-7692-5600,44 20-7692-5600,info@imperialhotels.co.uk,https://www.imperialhotels.co.uk/hotels/morton-hotel,Not Yet Rated,-,34,-,N/A,N/A,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/142486/photos/71731463_XL/The-Morton-Hotel-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/142486/photos/71731465_XL/The-Morton-Hotel-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/142486/photos/71730209_XL/The-Morton-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/142486/photos/71730201_XL/The-Morton-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Ned-London-p51301760,The Ned London,"27 Poultry, London, England EC2R 8AJ",44 20-3828-2000,44 203-828200,enquiries@thened.com,https://www.thened.com/london/rooms-and-suites,8 Moderate Deluxe,-,250,"$410 - $2,414",Set in a former bank - Featuring walnut panel and domed windows for natural light - 0.4 miles from St. Paul's Cathedral.,2017,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/230/13/The_Ned_exterior_O/The-Ned-London-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/230/151/Ned_s_Club_Spa_pool._O/The-Ned-London-Pool.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/615/73/Cocktails_Nickel_Bar_O/The-Ned-London-Restaurant.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/615/89/Millie_s_Lounge_O/The-Ned-London-Restaurant.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-New-London-Carlton-Hotel-p4592321,The New London Carlton Hotel,"120 Maida Vale, London, England W9 1QA",44 20-7644-7000,44 20-7372-6646,info@thenewlondoncarlton.co.uk,http://www.tnlchotel.com/,Not Yet Rated,10%,24,$94 - $184,N/A,2007,2014,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Omega-p54471931,The Omega,"136 Sussex Gardens, London, England W2 1UB",44 207-402-7209,N/A,info@theomegahotel.com,https://theomegahotel.com,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Other-House-South-Kensington-p58328376,The Other House South Kensington,"15-17 Harrington Gardens, London, England SW7 4JJ",44 20-3846-6000,N/A,Hello@otherhouse.com,https://otherhouse.com/south-kensington/,Not Yet Rated,-,200,-,N/A,N/A,2021,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Pavilion-Hotel-p4103875,The Pavilion Hotel,"34-36 Sussex Gardens, Hyde Park, London, England W2 1UL",44 20-7262-0905,44 20-7262-1324,info@pavilionhoteluk.com,http://www.pavilionhoteluk.com,Not Yet Rated,-,30,$85 - $166,N/A,1850,2005,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/S63/S63322/S63322_ROM_Z828A5/The-Pavilion-Hotel-Room.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/S63/S63322/S63322_STE_Z5DE63/The-Pavilion-Hotel-Suite.JPG?tr=w-434%2Ch-390%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Queens-Park-Hotel-p3850931,The Queens Park Hotel,"48 Queensborough Terrace, London, England W2 3SJ",44 20-7229-8080,44 20-7792-1330,reservations@queensparkhotel.com,https://www.queensparkhotel.com,2 Tourist Class,10%,100,$104 - $106,"Traditional hotel housed in a building dating from the 1800s - Located near Hyde Park, 10 blocks from Oxford Street shops.",N/A,2000,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount, Travel Agents 15.0%, Airline Personnel 15.0%","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/L61/L61939/L61939_EXT_Z01EAC/The-Queens-Park-Hotel-Exterior.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/L61/L61939/L61939_LOB_Z6DDE5/The-Queens-Park-Hotel-Lobby.JPG?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/L61/L61939/L61939_ROM_ZA5FDA/The-Queens-Park-Hotel-Room.JPG?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/L61/L61939/L61939_MTG_Z4A3A2/The-Queens-Park-Hotel-Meeting.JPG?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Ritz-London-p4256875,The Ritz London,"150 Piccadilly, London, England W1J 9BR",44 20-7493-8181,44 20-7493-2687,enquire@theritzlondon.com,http://www.theritzlondon.com,9 Deluxe,10%,136,"$700 - $2,606",Elegantly restored 1906 hotel near Hyde Park and Piccadilly Circus - Rooms individually decorated with Louis XVI furnishings.,1906,2005,N/A,N/A,Group discount,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/149/262/593/The_Ritz_London_Exterior_Piccadilly_x2_O/The-Ritz-London-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/140/680/952/Exterior_with_doorman_O/The-Ritz-London-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/69/377/965/Green_Park_View_new_O/The-Ritz-London-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/4/0/56/866/79/Ritz_Exterior_-_Piccadilly_O/The-Ritz-London-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Rockwell-Hotel-p7913156,The Rockwell Hotel,"181-183 Cromwell Rd, London, England SW5 0SF",44 20-7244-2000,44 20-7244-2001,reservations@therockwell.com,http://www.therockwell.com,Not Yet Rated,-,40,$150 - $250,N/A,N/A,N/A,N/A,N/A,"Group discount, Corporate discount, AARP discount, Travel Agents 10.0%, Airline Personnel 10.0%",
https://www.travelweekly.com/Hotels/London/The-Rookery-p3672476,The Rookery,"12 Peters Lane, Cowcross St, London, England EC1M 6DS",44 20-7336-0931,44 20-7336-0932,reservations@rookery.co.uk,http://www.rookeryhotel.com,5 Limited Service First Class,-,33,$175 - $175,"Atmospheric hotel with ambience evocative of Georgian London, set in 18th century townhouses - St. Paul's Cathedral nearby.",1764,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/17/58/155/1069434cdms_img_pho_000_nc__345581_Exterior___O/The-Rookery-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/17/58/872/1069434cdms_img_pho_000_nc__345836_Lounge___O/The-Rookery-Lobby.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/17/58/345/1069434cdms_img_pho_000_nc__345655_Room___O/The-Rookery-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/17/58/766/1069434cdms_img_pho_000_nc__345802_Rookery_Bathtub_2___O/The-Rookery-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Rubens-at-the-Palace-p3628053,The Rubens at the Palace,"39 Buckingham Palace Rd, London, England SW1W 0PS",44 20-7834-6600,44 20-7828-5401,bookrb@rchmail.com,http://www.rubenshotel.com,9 Deluxe,-,163,$364 - $878,"Traditional, Edwardian-era Hotel, originally built as a debutante hostel for nearby Buckingham Palace.",1912,2016,N/A,N/A,"Group discount, Corporate discount, Travel Agents 25.0%, Airline Personnel 10.0%","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/140/59/108/The_Rubens_at_The_Palace_exterior_O/The-Rubens-at-the-Palace-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/140/59/290/The_Rubens_exterior_with_Doorman_Team_O/The-Rubens-at-the-Palace-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/140/59/24/The_Living_Wall_at_The_Rubens_O/The-Rubens-at-the-Palace-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/140/59/306/The_Rubens_Royal_Mew_View_King_Room_O/The-Rubens-at-the-Palace-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Ruskin-Arms-Pub-Hotel-p51998460,The Ruskin Arms Pub & Hotel,"386 High Street North, East Ham, London, England E12 6PH",44 20-8548-2000,N/A,info@ruskinhotels.co.uk,http://ruskinhotels.co.uk/,Not Yet Rated,-,59,-,N/A,2012,2013,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Stafford-London-p8352223,The Stafford London,"16-18 St James's Place, London, England SW1A 1NJ",44 20-7493-0111,44 20-7493-7121,reservations@thestaffordlondon.com,https://thestaffordlondon.com,9 Deluxe,10%,107,-,"Intimate Edwardian-style townhouse hotel on quiet street - Heart of West End, 5 minutes form Piccadilly and Buckingham Palace.",1912,2017,Preferred Hotel & Resorts,https://www.preferredhotels.com,"Group discount, Travel Agents","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123505/photos/81077749_XL/The-Stafford-London-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123505/photos/81077745_XL/The-Stafford-London-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123505/photos/65015527_XL/The-Stafford-London-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123505/photos/65015681_XL/The-Stafford-London-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Ventures-Hotel-p59634623,The Ventures Hotel,"12-20 Sussex Gardens, London, England W2 1UL",44 20-7706-0846,44 20-7402-4581,enquiries@ventureshotel.co.uk,https://www.ventureshotel.co.uk,Not Yet Rated,10%,60,$73 - $173,N/A,1900,2009,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Villa-Kensington-p59503536,The Villa Kensington,"10-11 Ashburn Gardens, London, England SW7 4DG",44 20-7370-6605,44 20-7370-3602,reservation@thevillakensington.co.uk,https://www.thevillakensington.co.uk,Not Yet Rated,10%,38,$84 - $121,N/A,N/A,2012,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Tommy-Miahs-Raj-Hotel-p6704014,Tommy Miah's Raj Hotel,"366 Essex Road, Highbury, London, England N1 3PD",44 207-359-4118,44 20-7354-3653,info@tommymiahshotel.co.uk,http://www.tommymiahsrajhotel.com,Not Yet Rated,-,41,$94 - $137,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Tonys-House-Hotel-p51762231,Tony's House Hotel,"30 Norfolk Square, London, England W2 1RS",44 207-402-4114,44 207-402-4015,tonyshouse@aga-london-hotels.com,http://aga-london-hotels.com/aga-hotels/tonys-house-hotel,Not Yet Rated,-,22,$41 - $99,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Travelodge-Kings-Cross-Royal-Scot-p3758996,Travelodge Kings Cross Royal Scot,"100 Kings Cross Road, London, England WC1X 9DT",44 871-984-6272,44 203-199-1115,N/A,http://www.travelodge.co.uk/hotels/269/London-Central-Kings-Cross-Royal-Scot-hotel,2 Tourist Class,10%,408,$37 - $242,"Six-story hotel overlooking Percy Circus, 1/4 mi from King's Cross Station, St Pancras, Euston & Farringdone mainline stations.",1972,2016,Travelodge Hotels LTD UK,http://www.travelodge.co.uk,"Corporate discount, Government/ Military discount","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103856/photos/64727994_XL/Travelodge-Kings-Cross-Royal-Scot-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103856/photos/75264006_XL/Travelodge-Kings-Cross-Royal-Scot-Room.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103856/photos/75264082_XL/Travelodge-Kings-Cross-Royal-Scot-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103856/photos/75264084_XL/Travelodge-Kings-Cross-Royal-Scot-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
